ticket,time_setup,time_setup_msc,time_done,time_done_msc,time_expiration,type,type_time,type_filling,state,magic,position_id,position_by_id,reason,volume_initial,volume_current,price_open,sl,tp,price_current,price_stoplimit,symbol,comment,external_id
1401935883,1714656494,1714656494327,1714656494,1714656494329,0,0,0,0,4,0,1401935883,0,1,0.02,0.0,0.0,0.0,0.0,2289.676,0.0,XAUUSDm,,
1402054919,1714657519,1714657519887,1714657519,1714657519891,0,0,0,0,4,0,1402054919,0,1,0.02,0.0,0.0,0.0,0.0,2290.825,0.0,XAUUSDm,,
1402062513,1714657577,1714657577793,1714657577,1714657577796,0,0,0,0,4,0,1402062513,0,1,0.01,0.0,0.0,0.0,0.0,2289.722,0.0,XAUUSDm,,
1402256382,1714659324,1714659324513,1714743146,1714743146656,0,2,0,2,2,0,0,0,1,0.02,0.02,2291.8,0.0,0.0,2291.51,0.0,XAUUSDm,no money,
1402257282,1714659334,1714659334088,1714659334,1714659334868,0,2,0,2,2,0,0,0,1,0.02,0.02,2289.8,0.0,0.0,2289.664,0.0,XAUUSDm,no money,
1402259112,1714659355,1714659355643,1714659371,1714659371411,0,2,0,2,2,0,0,0,1,0.02,0.02,2289.8,0.0,0.0,2289.796,0.0,XAUUSDm,no money,
1402278551,1714659527,1714659527984,1714659554,1714659554903,0,2,0,2,2,0,0,0,1,0.01,0.01,2289.8,0.0,0.0,2296.223,0.0,XAUUSDm,,
1402280617,1714659549,1714659549995,1714743194,1714743194259,0,2,0,2,2,0,0,0,1,0.02,0.02,2290.8,0.0,0.0,2289.994,0.0,XAUUSDm,no money,
1402283592,1714659563,1714659563486,1714743194,1714743194647,0,2,0,2,2,0,0,0,1,0.02,0.02,2289.8,0.0,0.0,2289.763,0.0,XAUUSDm,no money,
1402744864,1714665116,1714665116615,1714665116,1714665116620,0,1,0,1,4,0,1401921676,0,4,0.02,0.0,2298.4,0.0,0.0,2298.4,0.0,XAUUSDm,[sl 2298.400],
1402744866,1714665116,1714665116615,1714665116,1714665116622,0,1,0,1,4,0,1401935883,0,4,0.02,0.0,2298.4,0.0,0.0,2298.4,0.0,XAUUSDm,[sl 2298.400],
1402744868,1714665116,1714665116615,1714665116,1714665116621,0,1,0,1,4,0,1402054919,0,4,0.02,0.0,2298.4,0.0,0.0,2298.4,0.0,XAUUSDm,[sl 2298.400],
1402744870,1714665116,1714665116615,1714665116,1714665116623,0,1,0,1,4,0,1402062513,0,4,0.01,0.0,2298.4,0.0,0.0,2298.4,0.0,XAUUSDm,[sl 2298.400],
1402752564,1714665245,1714665245683,1714743201,1714743201826,0,2,0,2,2,0,0,0,1,0.01,0.01,2288.8,0.0,0.0,2288.626,0.0,XAUUSDm,no money,
1402771638,1714665616,1714665616211,1714665616,1714665616212,0,1,0,0,4,0,1402771638,0,1,0.01,0.0,0.0,0.0,0.0,2299.462,0.0,XAUUSDm,,
1402772130,1714665622,1714665622481,1714665622,1714665622482,0,1,0,0,4,0,1402772130,0,1,0.02,0.0,0.0,0.0,0.0,2298.998,0.0,XAUUSDm,,
1402773737,1714665648,1714665648701,1714665648,1714665648702,0,1,0,0,4,0,1402773737,0,1,0.02,0.0,0.0,0.0,0.0,2298.347,0.0,XAUUSDm,,
1402777885,1714665733,1714665733829,1714665733,1714665733831,0,1,0,0,4,0,1402777885,0,1,0.02,0.0,0.0,0.0,0.0,2298.676,0.0,XAUUSDm,,
1402779643,1714665770,1714665770893,1714665770,1714665770896,0,1,0,0,4,0,1402779643,0,1,0.01,0.0,0.0,0.0,0.0,2298.673,0.0,XAUUSDm,,
1402792799,1714666017,1714666017046,1714666017,1714666017048,0,1,0,0,4,0,1402792799,0,1,0.02,0.0,0.0,0.0,0.0,2300.106,0.0,XAUUSDm,,
1402875849,1714667750,1714667750351,1714667750,1714667750353,0,1,0,0,4,0,1402875849,0,1,0.02,0.0,0.0,0.0,0.0,2301.779,0.0,XAUUSDm,,
1403088157,1714672488,1714672488894,1714672488,1714672488899,0,0,0,1,4,0,1402773737,0,6,0.02,0.0,2307.783,0.0,0.0,2307.783,0.0,XAUUSDm,[so 0.00%/-1.90/0.00],
1403088171,1714672488,1714672488900,1714672488,1714672488910,0,0,0,1,4,0,1402777885,0,6,0.02,0.0,2307.783,0.0,0.0,2307.783,0.0,XAUUSDm,[so 0.00%/-1.90/0.00],
1403088202,1714672488,1714672488911,1714672488,1714672488912,0,0,0,1,4,0,1402772130,0,6,0.02,0.0,2307.825,0.0,0.0,2307.825,0.0,XAUUSDm,[so 0.00%/-2.24/0.00],
1403088206,1714672488,1714672488913,1714672488,1714672488914,0,0,0,1,4,0,1402792799,0,6,0.02,0.0,2307.825,0.0,0.0,2307.825,0.0,XAUUSDm,[so 0.00%/-2.24/0.00],
1403088207,1714672488,1714672488914,1714672488,1714672488915,0,0,0,1,4,0,1402875849,0,6,0.02,0.0,2307.825,0.0,0.0,2307.825,0.0,XAUUSDm,[so 0.00%/-2.24/0.00],
1403088209,1714672488,1714672488916,1714672488,1714672488920,0,0,0,1,4,0,1402779643,0,6,0.01,0.0,2307.825,0.0,0.0,2307.825,0.0,XAUUSDm,[so 0.00%/-2.24/0.00],
1403088232,1714672488,1714672488920,1714672488,1714672488926,0,0,0,1,4,0,1402771638,0,6,0.01,0.0,2307.861,0.0,0.0,2307.861,0.0,XAUUSDm,[so 0.00%/-2.27/0.00],
1411741831,1715161873,1715161873649,1715163536,1715163536677,0,3,0,2,4,0,1411741831,0,1,0.02,0.0,2314.4,0.0,0.0,2314.632,0.0,XAUUSDm,,
1411742067,1715161882,1715161882029,1715163536,1715163536681,0,3,0,2,4,0,1411742067,0,1,0.02,0.0,2314.4,0.0,0.0,2314.632,0.0,XAUUSDm,,
1411742399,1715161895,1715161895289,1715163787,1715163787736,0,3,0,2,4,0,1411742399,0,1,0.02,0.0,2315.4,0.0,0.0,2315.426,0.0,XAUUSDm,,
1411742713,1715161906,1715161906099,1715164529,1715164529488,0,3,0,2,4,0,1411742713,0,1,0.02,0.0,2316.4,0.0,0.0,2316.44,0.0,XAUUSDm,,
1411743107,1715161920,1715161920618,1715166039,1715166039138,0,3,0,2,2,0,0,0,1,0.02,0.02,2317.4,0.0,0.0,2315.483,0.0,XAUUSDm,,
1411781117,1715163455,1715163455320,1715163455,1715163455321,0,1,0,0,4,0,1411781117,0,1,0.02,0.0,0.0,0.0,0.0,2314.309,0.0,XAUUSDm,,
1411835796,1715166035,1715166035008,1715166035,1715166035009,0,1,0,0,4,0,1411835796,0,1,0.02,0.0,0.0,0.0,0.0,2315.404,0.0,XAUUSDm,,
1411930406,1715169782,1715169782110,1715169782,1715169782229,0,0,0,1,4,0,1411781117,0,6,0.02,0.0,2318.303,0.0,0.0,2318.303,0.0,XAUUSDm,[so 0.00%/-0.01/0.00],
1411930517,1715169782,1715169782230,1715169782,1715169782233,0,0,0,1,4,0,1411741831,0,6,0.02,0.0,2318.438,0.0,0.0,2318.438,0.0,XAUUSDm,[so 0.00%/-1.36/0.00],
1411930523,1715169782,1715169782233,1715169782,1715169782237,0,0,0,1,4,0,1411742067,0,6,0.02,0.0,2318.438,0.0,0.0,2318.438,0.0,XAUUSDm,[so 0.00%/-1.36/0.00],
1411930530,1715169782,1715169782237,1715169782,1715169782240,0,0,0,1,4,0,1411742399,0,6,0.02,0.0,2318.438,0.0,0.0,2318.438,0.0,XAUUSDm,[so 0.00%/-1.36/0.00],
1411930535,1715169782,1715169782241,1715169782,1715169782243,0,0,0,1,4,0,1411835796,0,6,0.02,0.0,2318.438,0.0,0.0,2318.438,0.0,XAUUSDm,[so 0.00%/-1.36/0.00],
1411930540,1715169782,1715169782243,1715169782,1715169782247,0,0,0,1,4,0,1411742713,0,6,0.02,0.0,2318.438,0.0,0.0,2318.438,0.0,XAUUSDm,[so 0.00%/-1.36/0.00],
1429082799,1715954543,1715954543210,1715954543,1715954543211,0,1,0,0,4,0,1429082799,0,1,0.02,0.0,0.0,0.0,0.0,2402.848,0.0,XAUUSDm,,
1429083552,1715954563,1715954563161,1715955370,1715955370920,0,3,0,2,2,0,0,0,1,0.02,0.02,2404.4,0.0,0.0,2401.455,0.0,XAUUSDm,,
1429084909,1715954594,1715954594784,1715954594,1715954594786,0,1,0,0,4,0,1429084909,0,1,0.02,0.0,0.0,0.0,0.0,2403.07,0.0,XAUUSDm,,
1429087940,1715954661,1715954661355,1715955927,1715955927316,0,3,0,2,4,0,1429087940,0,1,0.02,0.0,2403.4,0.0,0.0,2403.421,0.0,XAUUSDm,,
1429113192,1715955320,1715955320047,1715955320,1715955320048,0,1,0,0,4,0,1429113192,0,1,0.02,0.0,0.0,0.0,0.0,2401.613,0.0,XAUUSDm,,
1429114200,1715955343,1715955343726,1715955343,1715955343728,0,1,0,0,4,0,1429114200,0,1,0.02,0.0,0.0,0.0,0.0,2402.54,0.0,XAUUSDm,,
1429115193,1715955365,1715955365236,1715955365,1715955365238,0,1,0,0,4,0,1429115193,0,1,0.02,0.0,0.0,0.0,0.0,2401.838,0.0,XAUUSDm,,
1429137061,1715955973,1715955973672,1715955973,1715955973713,0,0,0,1,4,0,1429113192,0,6,0.02,0.0,2405.845,0.0,0.0,2405.845,0.0,XAUUSDm,[so 0.00%/-0.41/0.00],
1429137094,1715955973,1715955973713,1715955973,1715955973725,0,0,0,1,4,0,1429115193,0,6,0.02,0.0,2405.94,0.0,0.0,2405.94,0.0,XAUUSDm,[so 0.00%/-1.36/0.00],
1429137110,1715955973,1715955973726,1715955973,1715955973736,0,0,0,1,4,0,1429114200,0,6,0.02,0.0,2405.94,0.0,0.0,2405.94,0.0,XAUUSDm,[so 0.00%/-1.36/0.00],
1429137128,1715955973,1715955973737,1715955973,1715955973747,0,0,0,1,4,0,1429082799,0,6,0.02,0.0,2405.94,0.0,0.0,2405.94,0.0,XAUUSDm,[so 0.00%/-1.36/0.00],
1429137147,1715955973,1715955973748,1715955973,1715955973776,0,0,0,1,4,0,1429084909,0,6,0.02,0.0,2405.94,0.0,0.0,2405.94,0.0,XAUUSDm,[so 0.00%/-1.36/0.00],
1429137299,1715955973,1715955973777,1715955973,1715955973817,0,0,0,1,4,0,1429087940,0,6,0.02,0.0,2406.003,0.0,0.0,2406.003,0.0,XAUUSDm,[so 0.00%/-1.49/0.00],
1434928098,1716293259,1716293259220,1716295542,1716295542810,0,2,0,2,4,0,1434928098,0,1,0.02,0.0,2424.8,0.0,0.0,2424.797,0.0,XAUUSDm,,
1434928371,1716293272,1716293272877,1716295800,1716295800200,0,2,0,2,4,0,1434928371,0,1,0.02,0.0,2423.8,0.0,0.0,2423.797,0.0,XAUUSDm,,
1434928897,1716293300,1716293300244,1716296435,1716296435769,0,2,0,2,4,0,1434928897,0,1,0.02,0.0,2422.8,0.0,0.0,2422.772,0.0,XAUUSDm,,
1434930549,1716293371,1716293371092,1716296551,1716296551389,0,2,0,2,4,0,1434930549,0,1,0.02,0.0,2420.8,0.0,0.0,2420.779,0.0,XAUUSDm,,
1434944132,1716293779,1716293779638,1716293779,1716293779639,0,0,0,0,4,0,1434944132,0,1,0.02,0.0,0.0,0.0,0.0,2424.978,0.0,XAUUSDm,,
1434945417,1716293803,1716293803638,1716293803,1716293803640,0,0,0,0,4,0,1434945417,0,1,0.01,0.0,0.0,0.0,0.0,2424.802,0.0,XAUUSDm,,
1435108850,1716296651,1716296651864,1716296651,1716296651865,0,0,0,0,4,0,1435108850,0,1,0.02,0.0,0.0,0.0,0.0,2424.132,0.0,XAUUSDm,,
1435596103,1716306824,1716306824107,1716306824,1716306824112,0,1,0,1,4,0,1434944132,0,6,0.02,0.0,2420.54,0.0,0.0,2420.54,0.0,XAUUSDm,[so 0.00%/-1.30/0.00],
1435596112,1716306824,1716306824112,1716306824,1716306824114,0,1,0,1,4,0,1434928098,0,6,0.02,0.0,2420.54,0.0,0.0,2420.54,0.0,XAUUSDm,[so 0.00%/-1.30/0.00],
1435596117,1716306824,1716306824115,1716306824,1716306824116,0,1,0,1,4,0,1435108850,0,6,0.02,0.0,2420.54,0.0,0.0,2420.54,0.0,XAUUSDm,[so 0.00%/-1.30/0.00],
1435596121,1716306824,1716306824116,1716306824,1716306824117,0,1,0,1,4,0,1434928371,0,6,0.02,0.0,2420.54,0.0,0.0,2420.54,0.0,XAUUSDm,[so 0.00%/-1.30/0.00],
1435596125,1716306824,1716306824117,1716306824,1716306824118,0,1,0,1,4,0,1434928897,0,6,0.02,0.0,2420.54,0.0,0.0,2420.54,0.0,XAUUSDm,[so 0.00%/-1.30/0.00],
1435596128,1716306824,1716306824118,1716306824,1716306824119,0,1,0,1,4,0,1434945417,0,6,0.01,0.0,2420.54,0.0,0.0,2420.54,0.0,XAUUSDm,[so 0.00%/-1.30/0.00],
1435596131,1716306824,1716306824119,1716306824,1716306824120,0,1,0,1,4,0,1434930549,0,6,0.02,0.0,2420.54,0.0,0.0,2420.54,0.0,XAUUSDm,[so 0.00%/-1.30/0.00],
1443300584,1716550934,1716550934499,1716558151,1716558151465,0,2,0,2,2,0,0,0,1,0.02,0.02,2333.8,0.0,0.0,2342.568,0.0,XAUUSDm,,
1443300703,1716550947,1716550947361,1716558147,1716558147829,0,2,0,2,2,0,0,0,1,0.02,0.02,2332.8,0.0,0.0,2342.564,0.0,XAUUSDm,,
1443300775,1716550958,1716550958395,1716558144,1716558144384,0,2,0,2,2,0,0,0,1,0.02,0.02,2331.8,0.0,0.0,2342.43,0.0,XAUUSDm,,
1443300976,1716550979,1716550979067,1716558095,1716558095052,0,2,0,2,2,0,0,0,1,0.02,0.02,2330.8,0.0,0.0,2343.492,0.0,XAUUSDm,,
1443302060,1716551079,1716551079900,1716558099,1716558099145,0,2,0,2,2,0,0,0,1,0.02,0.02,2332.8,0.0,0.0,2343.456,0.0,XAUUSDm,,
1443449500,1716558065,1716558065536,1716558065,1716558065538,0,0,0,0,4,0,1443449500,0,1,0.02,0.0,0.0,0.0,0.0,2342.35,0.0,XAUUSDm,,
1443449707,1716558070,1716558070926,1716558070,1716558070927,0,0,0,0,4,0,1443449707,0,1,0.02,0.0,0.0,0.0,0.0,2342.132,0.0,XAUUSDm,,
1443451538,1716558123,1716558123508,1716558123,1716558123510,0,0,0,0,4,0,1443451538,0,1,0.02,0.0,0.0,0.0,0.0,2342.959,0.0,XAUUSDm,,
1443451858,1716558139,1716558139013,1716558139,1716558139014,0,0,0,0,4,0,1443451858,0,1,0.02,0.0,0.0,0.0,0.0,2342.502,0.0,XAUUSDm,,
1443455471,1716558308,1716558308616,1716558308,1716558308622,0,0,0,0,4,0,1443455471,0,1,0.02,0.0,0.0,0.0,0.0,2341.675,0.0,XAUUSDm,,
1443475293,1716558929,1716558929523,1716558929,1716558929528,0,1,0,1,4,0,1443451538,0,6,0.02,0.0,2338.296,0.0,0.0,2338.296,0.0,XAUUSDm,[so -5.04%/-1.18/23.42],
1443475296,1716558929,1716558929528,1716558929,1716558929530,0,1,0,1,4,0,1443451858,0,6,0.02,0.0,2338.296,0.0,0.0,2338.296,0.0,XAUUSDm,[so -5.04%/-1.18/23.42],
1443475297,1716558929,1716558929530,1716558929,1716558929531,0,1,0,1,4,0,1443449500,0,6,0.02,0.0,2338.296,0.0,0.0,2338.296,0.0,XAUUSDm,[so -5.04%/-1.18/23.42],
1443475298,1716558929,1716558929531,1716558929,1716558929532,0,1,0,1,4,0,1443449707,0,6,0.02,0.0,2338.296,0.0,0.0,2338.296,0.0,XAUUSDm,[so -5.04%/-1.18/23.42],
1443475299,1716558929,1716558929532,1716558929,1716558929533,0,1,0,1,4,0,1443455471,0,6,0.02,0.0,2338.296,0.0,0.0,2338.296,0.0,XAUUSDm,[so -5.04%/-1.18/23.42],
1443524631,1716560305,1716560305198,1716560305,1716560305199,0,0,0,0,4,0,1443524631,0,1,0.02,0.0,0.0,0.0,0.0,2338.059,0.0,XAUUSDm,,
1443525858,1716560354,1716560354245,1716560354,1716560354246,0,0,0,0,4,0,1443525858,0,1,0.02,0.0,0.0,0.0,0.0,2338.858,0.0,XAUUSDm,,
1443526135,1716560364,1716560364835,1716560364,1716560364836,0,0,0,0,4,0,1443526135,0,1,0.02,0.0,0.0,0.0,0.0,2338.887,0.0,XAUUSDm,,
1443528611,1716560442,1716560442890,1716560442,1716560442891,0,0,0,0,4,0,1443528611,0,1,0.02,0.0,0.0,0.0,0.0,2338.563,0.0,XAUUSDm,,
1443529222,1716560465,1716560465811,1716560465,1716560465812,0,0,0,0,4,0,1443529222,0,1,0.02,0.0,0.0,0.0,0.0,2338.654,0.0,XAUUSDm,,
1443628019,1716564473,1716564473709,1716564473,1716564473712,0,1,0,1,4,0,1443526135,0,6,0.02,0.0,2334.581,0.0,0.0,2334.581,0.0,XAUUSDm,[so 0.00%/-1.15/0.00],
1443628023,1716564473,1716564473713,1716564473,1716564473714,0,1,0,1,4,0,1443525858,0,6,0.02,0.0,2334.581,0.0,0.0,2334.581,0.0,XAUUSDm,[so 0.00%/-1.15/0.00],
1443628024,1716564473,1716564473714,1716564473,1716564473715,0,1,0,1,4,0,1443529222,0,6,0.02,0.0,2334.581,0.0,0.0,2334.581,0.0,XAUUSDm,[so 0.00%/-1.15/0.00],
1443628025,1716564473,1716564473715,1716564473,1716564473716,0,1,0,1,4,0,1443528611,0,6,0.02,0.0,2334.581,0.0,0.0,2334.581,0.0,XAUUSDm,[so 0.00%/-1.15/0.00],
1443628026,1716564473,1716564473716,1716564473,1716564473717,0,1,0,1,4,0,1443524631,0,6,0.02,0.0,2334.581,0.0,0.0,2334.581,0.0,XAUUSDm,[so 0.00%/-1.15/0.00],
1475937094,1718796327,1718796327382,1718796327,1718796327383,0,1,0,0,4,0,1475937094,0,1,0.02,0.0,0.0,0.0,0.0,2328.012,0.0,XAUUSDm,,
1475937230,1718796335,1718796335600,1718796335,1718796335601,0,1,0,0,4,0,1475937230,0,1,0.02,0.0,0.0,0.0,0.0,2328.044,0.0,XAUUSDm,,
1475939477,1718796490,1718796490489,1718796490,1718796490490,0,1,0,0,4,0,1475939477,0,1,0.02,0.0,0.0,0.0,0.0,2328.522,0.0,XAUUSDm,,
1475940072,1718796525,1718796525137,1718796525,1718796525138,0,1,0,0,4,0,1475940072,0,1,0.02,0.0,0.0,0.0,0.0,2328.715,0.0,XAUUSDm,,
1475945153,1718796917,1718796917438,1718796917,1718796917439,0,1,0,0,4,0,1475945153,0,1,0.02,0.0,0.0,0.0,0.0,2329.283,0.0,XAUUSDm,,
1475969740,1718798582,1718798582841,1718798582,1718798582845,0,0,0,1,4,0,1475937094,0,6,0.02,0.0,2332.52,0.0,0.0,2332.52,0.0,XAUUSDm,[so 0.00%/-1.14/0.00],
1475969743,1718798582,1718798582845,1718798582,1718798582846,0,0,0,1,4,0,1475937230,0,6,0.02,0.0,2332.52,0.0,0.0,2332.52,0.0,XAUUSDm,[so 0.00%/-1.14/0.00],
1475969744,1718798582,1718798582846,1718798582,1718798582847,0,0,0,1,4,0,1475939477,0,6,0.02,0.0,2332.52,0.0,0.0,2332.52,0.0,XAUUSDm,[so 0.00%/-1.14/0.00],
1475969745,1718798582,1718798582847,1718798582,1718798582848,0,0,0,1,4,0,1475940072,0,6,0.02,0.0,2332.52,0.0,0.0,2332.52,0.0,XAUUSDm,[so 0.00%/-1.14/0.00],
1475969746,1718798582,1718798582849,1718798582,1718798582849,0,0,0,1,4,0,1475945153,0,6,0.02,0.0,2332.52,0.0,0.0,2332.52,0.0,XAUUSDm,[so 0.00%/-1.14/0.00],
1490224684,1720025150,1720025150966,1720025150,1720025150967,0,1,0,0,4,0,1490224684,0,1,0.02,0.0,0.0,0.0,0.0,2359.554,0.0,XAUUSDm,,
1490224791,1720025155,1720025155494,1720025155,1720025155495,0,1,0,0,4,0,1490224791,0,1,0.02,0.0,0.0,0.0,0.0,2359.503,0.0,XAUUSDm,,
1490229631,1720025298,1720025298236,1720027755,1720027755135,0,3,0,2,4,0,1490229631,0,1,0.02,0.0,2359.4,0.0,0.0,2359.438,0.0,XAUUSDm,,
1490230749,1720025320,1720025320956,1720027553,1720027553963,0,3,0,2,4,0,1490230749,0,1,0.02,0.0,2358.4,0.0,0.0,2358.419,0.0,XAUUSDm,,
1490291881,1720027690,1720027690770,1720027690,1720027690771,0,1,0,0,4,0,1490291881,0,1,0.02,0.0,0.0,0.0,0.0,2358.473,0.0,XAUUSDm,,
1490298610,1720027843,1720027843541,1720027843,1720027843542,0,1,0,0,4,0,1490298610,0,1,0.02,0.0,0.0,0.0,0.0,2359.442,0.0,XAUUSDm,,
1490733708,1720055045,1720055045817,1720055045,1720055045818,0,1,0,0,4,0,1490733708,0,1,0.02,0.0,0.0,0.0,0.0,2359.095,0.0,XAUUSDm,,
1490734443,1720055082,1720055082643,1720055082,1720055082645,0,0,0,1,4,0,1490224684,0,4,0.02,0.0,2359.8,0.0,0.0,2359.8,0.0,XAUUSDm,[sl 2359.800],
1490734446,1720055082,1720055082643,1720055082,1720055082647,0,0,0,1,4,0,1490224791,0,4,0.02,0.0,2359.8,0.0,0.0,2359.8,0.0,XAUUSDm,[sl 2359.800],
1490734447,1720055082,1720055082643,1720055082,1720055082648,0,0,0,1,4,0,1490229631,0,4,0.02,0.0,2359.8,0.0,0.0,2359.8,0.0,XAUUSDm,[sl 2359.800],
1490734448,1720055082,1720055082643,1720055082,1720055082648,0,0,0,1,4,0,1490230749,0,4,0.02,0.0,2359.8,0.0,0.0,2359.8,0.0,XAUUSDm,[sl 2359.800],
1490734449,1720055082,1720055082643,1720055082,1720055082648,0,0,0,1,4,0,1490291881,0,4,0.02,0.0,2359.8,0.0,0.0,2359.8,0.0,XAUUSDm,[sl 2359.800],
1490734450,1720055082,1720055082643,1720055082,1720055082648,0,0,0,1,4,0,1490298610,0,4,0.02,0.0,2359.8,0.0,0.0,2359.8,0.0,XAUUSDm,[sl 2359.800],
1490740211,1720055242,1720055242438,1720055242,1720055242438,0,1,0,0,4,0,1490740211,0,1,0.02,0.0,0.0,0.0,0.0,2360.241,0.0,XAUUSDm,,
1490743904,1720055432,1720055432012,1720055432,1720055432013,0,1,0,0,4,0,1490743904,0,1,0.02,0.0,0.0,0.0,0.0,2359.992,0.0,XAUUSDm,,
1490763232,1720056526,1720056526688,1720056526,1720056526689,0,0,0,1,4,0,1490733708,0,4,0.02,0.0,2361.8,0.0,0.0,2361.8,0.0,XAUUSDm,[sl 2361.800],
1490763233,1720056526,1720056526688,1720056526,1720056526692,0,0,0,1,4,0,1490740211,0,4,0.02,0.0,2361.8,0.0,0.0,2361.8,0.0,XAUUSDm,[sl 2361.800],
1490763234,1720056526,1720056526688,1720056526,1720056526693,0,0,0,1,4,0,1490743904,0,4,0.02,0.0,2361.8,0.0,0.0,2361.8,0.0,XAUUSDm,[sl 2361.800],
1491013707,1720070591,1720070591603,1720080494,1720080494530,0,3,0,2,2,0,0,0,1,0.02,0.02,2358.4,0.0,0.0,2358.422,0.0,XAUUSDm,no money,
1491013881,1720070603,1720070603723,1720083397,1720083397764,0,3,0,2,4,0,1491013881,0,1,0.02,0.0,2359.4,0.0,0.0,2359.421,0.0,XAUUSDm,,
1491439679,1720087358,1720087358153,1720087358,1720087358154,0,1,0,0,4,0,1491439679,0,1,0.02,0.0,0.0,0.0,0.0,2357.99,0.0,XAUUSDm,,
1491458850,1720088244,1720088244387,1720088244,1720088244388,0,1,0,0,4,0,1491458850,0,1,0.02,0.0,0.0,0.0,0.0,2356.967,0.0,XAUUSDm,,
1491537183,1720091449,1720091449731,1720091449,1720091449732,0,1,0,0,4,0,1491537183,0,1,0.02,0.0,0.0,0.0,0.0,2358.752,0.0,XAUUSDm,,
1491596893,1720094049,1720094049440,1720094049,1720094049441,0,1,0,0,4,0,1491596893,0,1,0.02,0.0,0.0,0.0,0.0,2358.113,0.0,XAUUSDm,,
1491624102,1720095090,1720095090925,1720095090,1720095090948,0,0,0,1,4,0,1491458850,0,6,0.02,0.0,2360.242,0.0,0.0,2360.242,0.0,XAUUSDm,[so 0.00%/-1.32/0.00],
1491624114,1720095090,1720095090948,1720095090,1720095090952,0,0,0,1,4,0,1491439679,0,6,0.02,0.0,2360.242,0.0,0.0,2360.242,0.0,XAUUSDm,[so 0.00%/-1.32/0.00],
1491624118,1720095090,1720095090952,1720095090,1720095090954,0,0,0,1,4,0,1491596893,0,6,0.02,0.0,2360.242,0.0,0.0,2360.242,0.0,XAUUSDm,[so 0.00%/-1.32/0.00],
1491624121,1720095090,1720095090954,1720095090,1720095090955,0,0,0,1,4,0,1491537183,0,6,0.02,0.0,2360.242,0.0,0.0,2360.242,0.0,XAUUSDm,[so 0.00%/-1.32/0.00],
1491624123,1720095090,1720095090955,1720095090,1720095090956,0,0,0,1,4,0,1491013881,0,6,0.02,0.0,2360.242,0.0,0.0,2360.242,0.0,XAUUSDm,[so 0.00%/-1.32/0.00],
1495017042,1720275066,1720275066795,1720275068,1720275068069,0,0,0,0,4,0,1495017042,0,1,0.02,0.0,0.0,0.0,0.0,56830.83,0.0,BTCUSDm,,
1495017073,1720275079,1720275079783,1720275081,1720275081123,0,0,0,0,4,0,1495017073,0,1,0.02,0.0,0.0,0.0,0.0,56808.66,0.0,BTCUSDm,,
1495017157,1720275102,1720275102957,1720275104,1720275104174,0,0,0,0,4,0,1495017157,0,1,0.02,0.0,0.0,0.0,0.0,56786.66,0.0,BTCUSDm,,
1495017444,1720275167,1720275167005,1720275168,1720275168223,0,0,0,0,4,0,1495017444,0,1,0.02,0.0,0.0,0.0,0.0,56817.85,0.0,BTCUSDm,,
1495017539,1720275191,1720275191357,1720275192,1720275192488,0,0,0,0,4,0,1495017539,0,1,0.02,0.0,0.0,0.0,0.0,56809.58,0.0,BTCUSDm,,
1495017658,1720275233,1720275233537,1720275234,1720275234643,0,0,0,0,4,0,1495017658,0,1,0.02,0.0,0.0,0.0,0.0,56818.62,0.0,BTCUSDm,,
1495061425,1720286300,1720286300785,1720286302,1720286302039,0,1,0,0,4,0,1495017042,0,1,0.02,0.0,0.0,0.0,0.0,57924.63,0.0,BTCUSDm,,
1495061437,1720286305,1720286305787,1720286307,1720286307125,0,1,0,0,4,0,1495017073,0,1,0.02,0.0,0.0,0.0,0.0,57931.22,0.0,BTCUSDm,,
1495061461,1720286311,1720286311003,1720286312,1720286312120,0,1,0,0,4,0,1495017157,0,1,0.02,0.0,0.0,0.0,0.0,57927.96,0.0,BTCUSDm,,
1495061482,1720286318,1720286318223,1720286319,1720286319391,0,1,0,0,4,0,1495017444,0,1,0.02,0.0,0.0,0.0,0.0,57933.88,0.0,BTCUSDm,,
1495061506,1720286327,1720286327725,1720286328,1720286328940,0,1,0,0,4,0,1495017658,0,1,0.02,0.0,0.0,0.0,0.0,57955.14,0.0,BTCUSDm,,
1495061523,1720286333,1720286333987,1720286335,1720286335301,0,1,0,0,4,0,1495017539,0,1,0.02,0.0,0.0,0.0,0.0,57961.14,0.0,BTCUSDm,,
1495071438,1720290015,1720290015226,1720290016,1720290016438,0,1,0,0,4,0,1495071438,0,1,0.02,0.0,0.0,0.0,0.0,57908.29,0.0,BTCUSDm,,
1495071458,1720290020,1720290020777,1720290022,1720290022090,0,1,0,0,4,0,1495071458,0,1,0.02,0.0,0.0,0.0,0.0,57920.42,0.0,BTCUSDm,,
1495071549,1720290050,1720290050546,1720290051,1720290051885,0,1,0,0,4,0,1495071549,0,1,0.02,0.0,0.0,0.0,0.0,57903.68,0.0,BTCUSDm,,
1495071640,1720290100,1720290100427,1720290101,1720290101618,0,1,0,0,4,0,1495071640,0,1,0.02,0.0,0.0,0.0,0.0,57898.23,0.0,BTCUSDm,,
1495072315,1720290332,1720290332245,1720290333,1720290333579,0,1,0,0,4,0,1495072315,0,1,0.02,0.0,0.0,0.0,0.0,57902.16,0.0,BTCUSDm,,
